Ensino Fundamental Regular - Anos Finais;;;;;;;;;;;;;;;;;;;;;;;
Indicadores educacionais compostos por: Taxa de Aprovação, SAEB e IDEB nos anos de 2005, 2007, 2009, 2011, 2013, 2015, 2017, 2019, 20211 e 2023 e Metas do 1º ciclo do Ideb2,3 (2007-2021). Os dados estão dimensionados por escola e organizados por rede de ensino.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Sigla da UF;Código do Município;Nome do Município;Código da Escola;Nome da Escola;Rede;"IDEB
2005
(N x P)";"IDEB
2007
(N x P)";"IDEB
2009
(N x P)";"IDEB
2011
(N x P)";"IDEB
2013
(N x P)";"IDEB
2015
(N x P)";"IDEB
2017
(N x P)";"IDEB
2019
(N x P)";"IDEB
20211
(N x P)";"IDEB
2023
(N x P)";Metas do 1º ciclo do Ideb2,3 (2007-2021);;;;;;;
GO;5201108;Anápolis;52022080;ESCOLA MUNICIPAL INACIO SARDINHA DE LISBOA;Municipal;-;-;3,5;4,2;4,4;4,4;5,5;4,5;-;5,1;-;-;3,7;3,9;4,3;4,5;4,8;5,1
GO;5201108;Anápolis;52022099;COLEGIO ESTADUAL JOAO GOMES;Estadual;-;3,7;4,3;-;-;4,2;5,7;4,9;5,6;5,2;-;3,8;4;4,3;4,7;4,9;5,2;5,4
GO;5201108;Anápolis;52022137;ESCOLA MUNICIPAL MARIA ELIZABETH CAMELO LISBOA;Municipal;2,7;3,1;3,2;3,6;4,4;4,7;4,5;4,8;5,2;4,5;2,8;3;3,3;3,8;4,2;4,5;4,7;5
GO;5201108;Anápolis;52022145;ESCOLA MUNICIPAL GOMES SANTANA RAMOS;Municipal;-;-;4,4;4,4;5,1;4,7;5,4;4,8;4,9;5,3;-;-;4,6;4,8;5,1;5,4;5,6;5,9
GO;5201108;Anápolis;52022153;ESCOLA MUNICIPAL MANOEL GONCALVES CRUZ;Municipal;3,8;4,1;-;-;-;5,3;-;-;-;-;3,8;4;4,2;4,6;5;5,3;5,5;5,8
GO;5201108;Anápolis;52071421;ESCOLA MUNICIPAL JAHIR RIBEIRO GUIMARAES;Municipal;-;-;-;-;-;5;5,3;5,1;5,5;5,7;-;-;-;-;-;5,2;5,4;5,7
GO;5201108;Anápolis;52077810;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS SENADOR ONOFRE QUINAN;Estadual;2,7;3,4;3,3;4,6;5,4;4,7;5,9;6,1;6,1;6,4;2,8;3;3,3;3,8;4,2;4,4;4,7;5
GO;5201108;Anápolis;52077829;ESCOLA MUNICIPAL RODOLF MIKEL GHANNAM;Municipal;3,7;4;4,8;4,2;-;-;-;-;-;-;3,7;3,9;4,2;4,6;4,9;5,2;5,4;5,7
GO;5201108;Anápolis;52082229;ESCOLA MUNICIPAL LUIZ CARLOS BIZINOTTO;Municipal;-;3,6;3,8;-;-;-;-;-;-;-;-;3,6;3,9;4,2;4,5;4,8;5;5,3
GO;5201108;Anápolis;52092607;ESCOLA BETESDA PRIMAVERA;Municipal;-;-;4,4;3,9;4,1;5;5,3;-;5,5;4,8;-;-;4,5;4,8;5,1;5,4;5,6;5,9
GO;5201108;Anápolis;52093298;ESCOLA MUNICIPAL PROFESSOR ERNST HEEGER;Municipal;-;-;-;4,2;5;-;-;-;-;-;-;-;-;4,4;4,7;4,9;5,2;5,4
GO;5201108;Anápolis;52093310;ESCOLA MUNICIPAL PROFESSORA LENA LEAO;Municipal;-;-;-;4,1;4,2;4,9;-;-;-;-;-;-;-;4,3;4,6;4,9;5,1;5,4
GO;5201207;Anhanguera;52064425;COLEGIO ESTADUAL ADELINO ANTONIO GOMIDE;Estadual;-;-;-;-;-;-;-;4,9;-;5,3;-;-;-;-;-;-;-;5,1
GO;5201306;Anicuns;52028372;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS ROSA TURISCO DE ARAUJO;Estadual;3,7;2,8;2,7;4,4;5,2;-;5,5;6,7;6;6,7;3,8;3,9;4,2;4,6;5;5,2;5,5;5,7
GO;5201306;Anicuns;52028488;COLEGIO ESTADUAL MACHADO DE ASSIS;Estadual;3,7;3,7;4,6;4,9;5,3;5,5;5,5;5,9;5,8;6;3,7;3,9;4,2;4,6;4,9;5,2;5,5;5,7
GO;5201306;Anicuns;52028496;COLEGIO ESTADUAL MOYSES PEREIRA PEIXOTO;Estadual;-;3,9;4,4;4,8;5,7;6;6,5;6,2;6,5;-;-;4;4,2;4,5;4,9;5,1;5,4;5,6
GO;5201306;Anicuns;52028518;ESCOLA ESTADUAL PROFESSOR ALFREDO NASSER;Estadual;-;-;-;-;-;-;5,3;5,4;5,9;6,4;-;-;-;-;-;-;5,6;5,8
GO;5201306;Anicuns;52028798;ESCOLA MUNICIPAL MANOEL GARCEZ BUENO;Municipal;-;3,8;4,4;4,4;4;-;-;-;-;-;-;3,9;4,1;4,4;4,8;5;5,3;5,5
GO;5201306;Anicuns;52028860;ESCOLA ESTADUAL DE CAPELINHA;Estadual;-;3,9;-;-;-;-;-;-;-;-;-;4;4,2;4,6;4,9;5,2;5,4;5,7
GO;5201405;Aparecida de Goiânia;52030601;CENTRO DE ENSINO EM PERIODO INTEGRAL CRUZEIRO DO SUL;Estadual;4,1;3,5;3,7;4,1;4,7;4;-;-;-;-;4,1;4,3;4,6;5;5,3;5,6;5,8;6
GO;5201405;Aparecida de Goiânia;52030610;COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS;Estadual;3,7;3,8;3,3;3,5;4,7;4,5;-;-;-;-;3,7;3,9;4,2;4,6;4,9;5,2;5,4;5,7
GO;5201405;Aparecida de Goiânia;52030628;COLEGIO ESTADUAL MACHADO DE ASSIS;Estadual;3,5;2;2,7;3,1;4;4,5;4,8;4,7;4,7;5,3;3,5;3,6;3,9;4,3;4,7;4,9;5,2;5,5
GO;5201405;Aparecida de Goiânia;52030652;CENTRO DE ENSINO EM PERIODO INTEGRAL CECILIA MEIRELLES;Estadual;2,8;2,8;2,1;3,6;-;-;-;-;-;-;2,8;3;3,3;3,7;4;4,3;4,6;4,8
GO;5201405;Aparecida de Goiânia;52030660;CENTRO DE ENSINO EM PERIODO INTEGRAL GARAVELO PARK;Estadual;2,7;3,5;3,7;3,3;4,3;-;-;-;-;-;2,7;2,9;3,1;3,6;3,9;4,2;4,5;4,7
GO;5201405;Aparecida de Goiânia;52030679;COLEGIO ESTADUAL PROFESSOR JOSE LOPES RODRIGUES;Estadual;3,5;3,1;3,7;3,2;4,9;4,2;4,8;-;5;5;3,6;3,7;4;4,4;4,8;5;5,3;5,5
GO;5201405;Aparecida de Goiânia;52030776;COLEGIO ESTADUAL ALTO PARAISO;Estadual;3,7;3,5;2,7;3;3,4;3,8;4,1;4,2;4,4;4,9;3,7;3,9;4,2;4,6;4,9;5,2;5,5;5,7
GO;5201405;Aparecida de Goiânia;52030814;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSORA TELMA VIEIRA DE SALES;Estadual;3,4;3,1;3,6;3,8;4,2;4,5;4,8;5,1;4,6;5;3,4;3,5;3,8;4,2;4,6;4,9;5,1;5,4
GO;5201405;Aparecida de Goiânia;52030822;COLEGIO ESTADUAL ANTONIO ALVES FORTES;Estadual;2,9;3,2;3,7;3,2;4,3;4,1;4,4;4,3;4,7;5,1;2,9;3,1;3,4;3,8;4,1;4,4;4,7;4,9
GO;5201405;Aparecida de Goiânia;52030830;COLEGIO ESTADUAL BOA ESPERANCA;Estadual;2,9;3,4;3,8;4;4,1;4,7;4,6;4,9;5;4,5;2,9;3,1;3,4;3,8;4,1;4,4;4,7;4,9
GO;5201405;Aparecida de Goiânia;52030873;COLEGIO ESTADUAL DOM PEDRO I;Estadual;3,2;-;3,3;4,2;4,7;4,3;4,6;5;-;-;3,2;3,3;3,6;4;4,4;4,7;4,9;5,2
GO;5201405;Aparecida de Goiânia;52030881;CENTRO DE ENSINO EM PERIODO INTEGRAL IRMA ANGELICA;Estadual;3,6;2;2,7;3,2;3;3;4,5;-;4,8;4,8;3,7;3,8;4,1;4,5;4,9;5,1;5,4;5,6
GO;5201405;Aparecida de Goiânia;52030890;COLEGIO ESTADUAL ITAGIBA LAUREANO DORNELES;Estadual;3,4;3,3;3,6;3,6;4,4;4,8;5,5;4,8;5,2;5,1;3,4;3,6;3,8;4,2;4,6;4,9;5,1;5,4
GO;5201405;Aparecida de Goiânia;52030920;COLEGIO ESTADUAL MANE VENTURA;Estadual;2,7;4,2;3,6;3,2;4,6;3,9;5,4;5,1;5,4;4,7;2,8;2,9;3,2;3,6;3,9;4,2;4,5;4,8
GO;5201405;Aparecida de Goiânia;52030938;COLEGIO ESTADUAL MARIA DE FATIMA SANTANA;Estadual;2,9;2,9;3,2;2,7;4,2;4,2;-;-;4,6;5;2,9;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5201405;Aparecida de Goiânia;52030946;CENTRO DE ENSINO EM PERIODO INTEGRAL MARIA JOANA DE JESUS;Estadual;-;2,9;3,1;3,9;4,4;3,6;4,6;5,2;4,9;5,5;-;3;3,2;3,5;3,8;4,1;4,4;4,6
GO;5201405;Aparecida de Goiânia;52030962;COLEGIO ESTADUAL MARSOMILTO ALVES OLIVEIRA;Estadual;2,7;2,5;2,8;3,5;4,1;4,4;4,6;4,4;4,9;4,8;2,7;2,9;3,2;3,6;4;4,2;4,5;4,8
GO;5201405;Aparecida de Goiânia;52030970;ESCOLA MUNICIPAL ARI CAETANO DA COSTA;Municipal;-;4,7;4,1;-;-;-;-;-;-;-;-;4,8;5;5,3;5,6;5,8;6,1;6,3
GO;5201405;Aparecida de Goiânia;52030989;COLEGIO ESTADUAL NOVA ERA;Estadual;3,3;3,8;3,9;4,5;4,4;4,2;4,7;4,8;5,9;5;3,3;3,5;3,8;4,2;4,5;4,8;5,1;5,3
GO;5201405;Aparecida de Goiânia;52030997;ESCOLA ESTADUAL OLIMPIO ALVES;Estadual;-;2,3;2,9;4,1;4,2;3,8;4,9;5;4,8;4,4;-;2,5;2,8;3,2;3,6;3,8;4,1;4,3
GO;5201405;Aparecida de Goiânia;52031012;ESCOLA MUNICIPAL PARQUE SANTA CECILIA;Municipal;-;3;3,5;3,6;-;-;-;-;-;-;-;3,1;3,3;3,7;4;4,3;4,5;4,8
GO;5201405;Aparecida de Goiânia;52031020;COLEGIO ESTADUAL PETRONIO PORTELLA;Estadual;-;3,2;3,8;3,5;3,4;4,1;4,6;-;5,2;5;-;3,3;3,5;3,8;4,1;4,4;4,7;4,9
GO;5201405;Aparecida de Goiânia;52031063;COLEGIO ESTADUAL RODOLFO DE OLIVEIRA;Estadual;-;2,8;3,1;3,5;3,6;3,9;4,3;-;4,3;4,9;-;2,9;3,1;3,4;3,8;4;4,3;4,6
GO;5201405;Aparecida de Goiânia;52031080;COLEGIO ESTADUAL RUI BARBOSA;Estadual;3,7;3,1;2,7;3,5;4,4;4,6;5;5;5;5,1;3,7;3,9;4,1;4,5;4,9;5,2;5,4;5,7
GO;5201405;Aparecida de Goiânia;52031101;ESCOLA MUNICIPAL CIDADE SATELITE SAO LUIZ;Municipal;-;2,8;4,3;4,6;-;-;-;-;-;-;-;2,9;3,1;3,4;3,7;4;4,3;4,5
GO;5201405;Aparecida de Goiânia;52031110;COLEGIO ESTADUAL SEVERINA MARIA DE JESUS;Estadual;-;3;3,8;3;4,6;4,5;4,5;4,5;4,9;4,8;-;3,1;3,3;3,6;4;4,2;4,5;4,8
GO;5201405;Aparecida de Goiânia;52031136;ESCOLA ESTADUAL SIMINO RODRIGUES DE SIQUEIRA;Estadual;-;3,9;4,2;4;4,2;4,9;5,2;4,8;5;4,6;-;4;4,2;4,5;4,8;5,1;5,3;5,6
GO;5201405;Aparecida de Goiânia;52031152;ESC MUN TELMA REGINA;Municipal;-;3,2;3,6;3,9;-;-;-;-;-;-;-;3,3;3,5;3,9;4,2;4,5;4,7;5
GO;5201405;Aparecida de Goiânia;52031250;ESCOLA MUNICIPAL RAIMUNDO COELHO DOS SANTOS;Municipal;-;3,3;3,2;2,9;-;-;-;-;-;-;-;3,3;3,6;3,9;4,2;4,5;4,8;5
GO;5201405;Aparecida de Goiânia;52031314;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE COLINA AZUL;Estadual;2,9;2,8;3;3,4;4,2;4,1;4,4;5,4;6;6,1;2,9;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5201405;Aparecida de Goiânia;52031322;COLEGIO ESTADUAL DIVALDO DIVINO DE SOUZA;Estadual;4,2;-;3,2;3,7;4,3;4,1;4,9;-;4,7;4,7;4,2;4,3;4,6;5;5,4;5,6;5,8;6,1
GO;5201405;Aparecida de Goiânia;52031330;COLEGIO ESTADUAL ESTRELA DO SUL;Estadual;2,9;3,5;3,4;3,6;4,4;4,8;4,9;4,6;5,4;5,4;2,9;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5201405;Aparecida de Goiânia;52031349;COLEGIO ESTADUAL JARDIM CASCATA;Estadual;-;3,1;2,9;3,6;4,3;4,1;4;-;4,2;4,6;-;3,2;3,4;3,7;4;4,3;4,6;4,8
GO;5201405;Aparecida de Goiânia;52031357;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS MANSOES PARAISO APARECIDA DE GOIANIA;Estadual;3,9;3,3;3,8;3,7;4,3;4;6,2;5,5;5,7;5,9;3,9;4,1;4,3;4,7;5,1;5,4;5,6;5,8
GO;5201405;Aparecida de Goiânia;52031390;COLEGIO ADVENTUS CINDERELA;Estadual;2,8;2,9;3,2;3,6;-;-;-;-;-;-;2,9;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5201405;Aparecida de Goiânia;52031454;COLEGIO ESTADUAL JESUS CONCEICAO LEAL;Estadual;2,9;3,3;3;4;3,8;4;4,2;4,5;4,8;-;2,9;3,1;3,3;3,7;4,1;4,4;4,7;4,9
GO;5201405;Aparecida de Goiânia;52031527;ESCOLA ESTADUAL MARIETA TELLES MACHADO;Estadual;2,4;-;3,1;3,2;4,8;4,7;5,3;5,7;5,5;5,6;2,5;2,7;3;3,5;3,9;4,1;4,4;4,7
GO;5201405;Aparecida de Goiânia;52031535;CENTRO DE ENSINO EM PERIODO INTEGRAL NOVA CIDADE;Estadual;2,2;2,2;2,6;2,9;3,5;3,3;4,8;-;5,2;5,3;2,3;2,5;2,8;3,3;3,7;3,9;4,2;4,5
GO;5201405;Aparecida de Goiânia;52031551;ESC MUL LEVINA MARTINS VIEIRA DE OLIVEIRA;Municipal;-;-;3;4,1;-;-;-;-;-;-;-;-;3,1;3,4;3,7;4;4,2;4,5
GO;5201405;Aparecida de Goiânia;52031608;ESCOLA EVANGELICA PRINCIPE DA PAZ;Estadual;-;-;-;4,8;-;-;-;-;-;-;-;-;-;5;5,3;5,5;5,7;6
GO;5201405;Aparecida de Goiânia;52031667;ESCOLA ESTADUAL MODELO;Estadual;3,9;3,2;4,3;-;-;-;-;-;-;-;3,9;4,1;4,3;4,7;5,1;5,3;5,6;5,8
GO;5201405;Aparecida de Goiânia;52031764;COLEGIO ESTADUAL JOAQUIM RICARDO TEIXEIRA;Estadual;2,9;2,1;2,8;3,3;4,3;4,1;-;4,7;4,6;5,2;2,9;3,1;3,4;3,8;4,1;4,4;4,7;4,9
GO;5201405;Aparecida de Goiânia;52031837;COLEGIO ESTADUAL JACI ABERCIO VIANA;Estadual;3,7;3,1;3,6;3,2;4;4,6;4,9;4,6;5,4;5,1;3,7;3,9;4,2;4,6;4,9;5,2;5,4;5,7
GO;5201405;Aparecida de Goiânia;52031861;CENTRO DE ENSINO EM PERIODO INTEGRAL JUSCELINO KUBITSCHEK DE OLIVEIRA;Estadual;4,2;3,9;4,1;3,6;4,6;4,6;5,2;4,1;5,4;5,4;4,3;4,4;4,7;5,1;5,4;5,7;5,9;6,1
GO;5201405;Aparecida de Goiânia;52031870;CENTRO DE ENSINO EM PERIODO INTEGRAL MARIA ROSILDA RODRIGUES;Estadual;3,3;2,7;3,3;3,9;3,8;4,1;4,5;4,9;4,9;5;3,4;3,5;3,8;4,2;4,6;4,8;5,1;5,3
GO;5201405;Aparecida de Goiânia;52031888;CENTRO DE ENSINO EM PERIODO INTEGRAL PRESIDENTE ARTUR DA COSTA E SILVA;Estadual;3,6;2,9;3,2;2,7;3,7;3,8;4,5;-;4,6;5,7;3,6;3,8;4,1;4,5;4,9;5,1;5,4;5,6
GO;5201405;Aparecida de Goiânia;52031896;COLEGIO ESTADUAL PROFESSOR GERALDO RIBEIRO DA SILVA;Estadual;3,2;2,9;3,5;3,7;4,1;4,4;4,7;5;5,1;5;3,3;3,4;3,7;4,1;4,5;4,7;5;5,2
GO;5201405;Aparecida de Goiânia;52031900;COLEGIO ESTADUAL PROFESSOR GERVASIO SANTANA DOURADO;Estadual;2,8;3,3;3,6;3,7;4,6;4;5;5,1;4,6;4,7;2,8;3;3,2;3,6;4;4,3;4,5;4,8
GO;5201405;Aparecida de Goiânia;52031918;ESCOLA MUNICIPAL ROGERIO BONIFACIO;Municipal;-;3,4;3,7;3,2;3,9;4,2;3,9;-;-;-;-;3,5;3,7;4,1;4,4;4,7;4,9;5,2
GO;5201405;Aparecida de Goiânia;52031926;COLEGIO ESTADUAL VILLA LOBOS;Estadual;3,1;3,5;3,1;3,8;4;4,1;-;4,3;4,9;4,6;3,2;3,3;3,6;4;4,4;4,6;4,9;5,2
GO;5201405;Aparecida de Goiânia;52031977;CENTRO DE ENSINO EM PERIODO INTEGRAL JARDIM TIRADENTES;Estadual;2,8;2,3;2,4;3,1;3,9;4,2;4,6;4,4;4,8;4,7;2,8;3;3,2;3,6;4;4,3;4,5;4,8
GO;5201405;Aparecida de Goiânia;52068501;ESC MUL FRANCISCO RAFAEL CAMPOS;Municipal;3,1;2,8;3,1;2,9;3,1;3,1;-;-;-;3,9;3,1;3,3;3,5;3,9;4,3;4,6;4,8;5,1
GO;5201405;Aparecida de Goiânia;52068510;COLEGIO ESTADUAL JOAO DA COSTA CARVALHO;Estadual;3,6;2,8;3,3;3,3;3,9;3,4;3,5;-;4,9;4,2;3,6;3,8;4;4,4;4,8;5,1;5,3;5,6
GO;5201405;Aparecida de Goiânia;52068528;ESCOLA MUNICIPAL SEBASTIANA LOURENCO CAMILO;Municipal;2,9;3,4;3,7;3;4,2;-;-;4,3;-;4,6;2,9;3,1;3,3;3,7;4,1;4,4;4,6;4,9
GO;5201405;Aparecida de Goiânia;52068609;ESCOLA MUNICIPAL CARAIBAS;Municipal;3,7;3,5;3,3;3,1;3,8;3,6;4,4;-;4,5;3,9;3,7;3,9;4,2;4,6;4,9;5,2;5,4;5,7
GO;5201405;Aparecida de Goiânia;52070921;CENTRO DE ENSINO EM PERIODO INTEGRAL DARCY RIBEIRO;Municipal;3,7;3,1;-;-;-;-;-;-;-;-;3,7;3,8;4,1;4,5;4,9;5,1;5,4;5,6
GO;5201405;Aparecida de Goiânia;52070930;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSORA ALZIRA ALVES DE QUEIROZ;Estadual;-;3,3;3;2,9;3,8;4,1;4,6;4,8;4,8;5;-;3,4;3,6;4;4,3;4,6;4,8;5,1
GO;5201405;Aparecida de Goiânia;52070948;COLEGIO ESTADUAL DOM BOSCO;Estadual;3,2;3;3;2,6;3,4;4,2;-;-;4,1;4,6;3,2;3,3;3,6;4;4,4;4,7;4,9;5,2
GO;5201405;Aparecida de Goiânia;52070964;ESC MUL PONTAL SUL;Municipal;3,5;4;3,9;3,5;4;4,4;4,2;3,6;-;4,1;3,5;3,6;3,9;4,3;4,7;5;5,2;5,5
GO;5201405;Aparecida de Goiânia;52071014;COLEGIO ESTADUAL PEDRO NECA;Estadual;3,3;3;2,7;3,1;3,7;4,2;4;4,5;4,9;-;3,3;3,4;3,7;4,1;4,5;4,8;5;5,3
GO;5201405;Aparecida de Goiânia;52074366;COLEGIO ESTADUAL SANTA FE;Estadual;3,4;3;3,6;3,7;3,7;4;5;5,2;4,6;5,2;3,4;3,6;3,9;4,3;4,6;4,9;5,2;5,4
GO;5201405;Aparecida de Goiânia;52077942;COLEGIO ESTADUAL JOSE BONIFACIO DA SILVA;Estadual;2,8;3,5;3;2,6;3,5;4,3;4,1;4,5;4,6;4,5;2,9;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5201405;Aparecida de Goiânia;52079031;COLEGIO ESTADUAL ELMAR ARANTES CABRAL;Estadual;2,8;2,2;3,3;3,8;4,4;3,8;4,3;4,2;-;-;2,9;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5201405;Aparecida de Goiânia;52079210;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAO BARBOSA REIS;Estadual;2,7;2,7;3,1;2,8;3,8;4,1;-;4,3;4,4;4,6;2,7;2,9;3,1;3,5;3,9;4,2;4,5;4,7
GO;5201405;Aparecida de Goiânia;52079821;COLEGIO ELDORADO;Estadual;-;3,3;3,8;3,8;-;-;-;-;-;-;-;3,4;3,6;4;4,3;4,6;4,8;5,1
GO;5201405;Aparecida de Goiânia;52083101;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS MADRE GERMANA APARECIDA DE GOIANIA;Estadual;-;1,7;2,6;1,4;3,5;3,9;4,2;5,8;5,5;6,8;-;2;2,4;2,9;3,4;3,6;3,9;4,2
GO;5201405;Aparecida de Goiânia;52083110;CENTRO DE ENSINO EM PERIODO INTEGRAL BURITI SERENO GARDEN;Estadual;3,3;2,7;3,2;3,1;3,6;4,3;4,4;5;4,9;5;3,3;3,5;3,8;4,2;4,5;4,8;5,1;5,3
GO;5201405;Aparecida de Goiânia;52085538;CENTRO DE ENSINO EM PERIODO INTEGRAL SANTA LUZIA;Estadual;3,3;3,4;3,4;4,1;4,1;4,4;-;-;-;-;3,3;3,5;3,8;4,2;4,5;4,8;5,1;5,3
GO;5201405;Aparecida de Goiânia;52096173;ESCOLA MUNICIPAL EURIPEDES MENEZES;Municipal;-;3,7;4,2;4,2;3,9;3,8;-;-;-;4,3;-;3,8;4;4,3;4,7;4,9;5,2;5,4
GO;5201405;Aparecida de Goiânia;52100014;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS NADER ALVES DOS SANTOS;Estadual;-;-;-;-;-;5,5;5,7;6;5,6;6,9;-;-;-;-;-;5,7;5,9;6,1
GO;5201405;Aparecida de Goiânia;52104257;CENTRO DE ENSINO EM PERIODO INTEGRAL MICHELLE DO PRADO RODRIGUES;Estadual;-;-;-;-;-;-;-;4,8;-;-;-;-;-;-;-;-;-;5
GO;5201405;Aparecida de Goiânia;52274357;CENTRO DE ENSINO EM PERIODO INTEGRAL DONATO COUTINHO DE ABREU;Estadual;-;-;-;3,6;4,3;4,8;6,3;6,1;5,6;5,7;-;-;-;3,9;4,2;4,4;4,7;4,9
GO;5201454;Aparecida do Rio Doce;52051692;ESC MUL VEREADOR JOAO JUSTINO;Municipal;3,4;3,2;3,4;3,6;4,1;5;4,7;4,7;4,6;4,9;3,4;3,6;3,8;4,2;4,6;4,9;5,1;5,4
GO;5201504;Aporé;52051773;COLEGIO ESTADUAL JOSE LUDOVICO DE ALMEIDA;Estadual;3,8;4;3,8;4,4;5,1;4,8;5,7;5,1;5,4;4,8;3,9;4;4,3;4,7;5,1;5,3;5,6;5,8
GO;5201603;Araçu;52022170;CENTRO DE ENSINO EM PERIODO INTEGRAL HERMOGENES COELHO;Estadual;3,5;3,9;3,8;4;4,5;5,2;5,3;5,4;5,6;-;3,5;3,7;4;4,4;4,7;5;5,3;5,5
GO;5201702;Aragarças;52004562;CENTRO DE EDUCACAO DE JOVENS E ADULTOS DE ARAGARCAS;Estadual;-;-;-;-;-;-;-;-;4,3;5,1;-;-;-;-;-;-;-;-
GO;5201702;Aragarças;52004570;CENTRO DE ENSINO EM PERIODO INTEGRAL ARAGARCAS;Estadual;4,4;3,3;3,7;-;-;-;-;4,9;4,8;-;4,4;4,6;4,8;5,2;5,6;5,8;6;6,3
GO;5201702;Aragarças;52004589;CENTRO DE ENSINO EM PERIODO INTEGRAL DOUTOR RUBENS C DE AGUIRRE;Estadual;3,4;-;-;-;-;-;-;-;-;-;3,5;3,6;3,9;4,3;4,7;4,9;5,2;5,5
GO;5201702;Aragarças;52004627;ESCOLA ESTADUAL LUIZ DIAS PAES LEME;Estadual;3,9;3,3;3,8;4,5;4,7;4,7;5,6;5,1;4,7;5,1;4;4,1;4,4;4,8;5,2;5,4;5,6;5,9
GO;5201702;Aragarças;52004643;COLEGIO ESTADUAL MELQUIADES VICTOR DE OLIVEIRA;Estadual;-;3,6;2,8;4,7;4,4;4,1;4,4;4,3;4,9;5,1;-;3,7;3,9;4,3;4,6;4,9;5,1;5,4
GO;5201702;Aragarças;52004651;ESCOLA ESTADUAL MERCEDES ZETOLA;Estadual;-;3,1;3,4;3,7;4,6;4,2;4,7;4,8;-;-;-;3,2;3,4;3,7;4,1;4,3;4,6;4,8
GO;5201702;Aragarças;52004686;CENTRO DE ENSINO EM PERIODO INTEGRAL THALES POMPEO DE PINA;Estadual;-;4,6;-;-;-;-;-;-;-;-;-;4,7;4,9;5,2;5,5;5,8;6;6,2
GO;5201702;Aragarças;52092054;CMEF PROF JOSE NOGUEIRA DE MORAES;Municipal;-;3,7;4,4;4,5;4,5;4,6;4,1;5,1;5,7;5,8;-;3,8;4;4,3;4,6;4,9;5,2;5,4
GO;5201801;Aragoiânia;52032043;COLEGIO ESTADUAL JOSE CANDIDO ROSA;Estadual;3,6;3,1;3,6;3,5;3,7;3,3;4;3,2;4;4,9;3,7;3,8;4,1;4,5;4,9;5,1;5,4;5,6
GO;5201801;Aragoiânia;52032167;COLEGIO ESTADUAL GENOVEVA REZENDE CARNEIRO;Estadual;4,5;-;-;-;-;-;-;-;-;-;4,5;4,7;4,9;5,3;5,7;5,9;6,1;6,3
GO;5202155;Araguapaz;52001571;COLEGIO ESTADUAL DARIO SAMPAIO DE PAIVA;Estadual;3,8;-;-;-;-;-;-;-;-;4,2;3,8;4;4,2;4,6;5;5,3;5,5;5,8
GO;5202155;Araguapaz;52001580;CENTRO DE ENSINO EM PERIODO INTEGRAL BRASIL DE RAMOS CAIADO;Estadual;2,5;3;3,7;3,7;4;4,2;4,8;4,6;4,3;-;2,6;2,7;3;3,4;3,7;4;4,3;4,5
GO;5202155;Araguapaz;52001687;ESCOLA MUNICIPAL PROF JOAO SOARES DE OLIVEIRA;Municipal;-;-;-;-;-;-;-;-;3,6;-;-;-;-;-;-;-;-;-
GO;5202353;Arenópolis;52004805;COLEGIO ESTADUAL ALFREDO NASSER;Estadual;4,1;3,9;4;4,1;4,7;4,9;5,4;5,2;4,6;5,8;4,2;4,3;4,6;5;5,3;5,6;5,8;6,1
GO;5202502;Aruanã;52001768;CENTRO DE ENSINO EM PERIODO INTEGRAL DOM CANDIDO PENSO;Estadual;3;3,4;3,5;3,9;4,8;5,3;5,2;5,2;5,3;6,4;3;3,1;3,4;3,8;4,2;4,4;4,7;5
GO;5202502;Aruanã;52106799;COLEGIO ESTADUAL RIO VERMELHO;Estadual;-;-;-;-;-;-;-;-;-;4,8;-;-;-;-;-;-;-;-
GO;5202601;Aurilândia;52028917;CENTRO DE ENSINO EM PERIODO INTEGRAL PROF ADALBERTO SOBRINHO DE SOUZA;Estadual;3,2;3,8;3,8;4,3;5,2;-;5,5;5,7;4,6;5,8;3,3;3,4;3,7;4,1;4,5;4,7;5;5,3
GO;5202809;Avelinópolis;52029050;COLEGIO ESTADUAL PROFESSOR ALFREDO NASSER;Estadual;1,4;3,2;3;3,7;4,4;5,6;5,6;5,1;-;-;1,5;1,9;2,4;3,1;3,6;3,8;4,1;4,4
